dt,Abidjan,Addis Abeba,Ahmadabad,Aleppo,Alexandria,Ankara,Baghdad,Bangalore,Bangkok,Belo Horizonte,Berlin,Bogotá,Bombay,Brasília,Cairo,Calcutta,Cali,Cape Town,Casablanca,Changchun,Chengdu,Chicago,Chongqing,Dakar,Dalian,Dar Es Salaam,Delhi,Dhaka,Durban,Faisalabad,Fortaleza,Gizeh,Guangzhou,Harare,Harbin,Ho Chi Minh City,Hyderabad,Ibadan,Istanbul,Izmir,Jaipur,Jakarta,Jiddah,Jinan,Kabul,Kano,Kanpur,Karachi,Kiev,Kinshasa,Lagos,Lahore,Lakhnau,Lima,London,Los Angeles,Luanda,Madras,Madrid,Manila,Mashhad,Melbourne,Mexico,Mogadishu,Montreal,Moscow,Nagoya,Nagpur,Nairobi,Nanjing,New Delhi,New York,Paris,Peking,Pune,Rangoon,Rio De Janeiro,Riyadh,Rome,Saint Petersburg,Salvador,Santiago,Santo Domingo,Seoul,Shanghai,Shenyang,Singapore,Surabaya,Surat,Sydney,São Paulo,Taipei,Taiyuan,Tangshan,Tianjin,Tokyo,Toronto,Umm Durman,Wuhan,Xian
1951-01-01,26.94400000000001,17.438000000000002,17.983,6.357,14.731,0.7030000000000001,10.035,22.683000000000003,24.755,23.063000000000002,0.8680000000000002,19.495,23.778,22.044,13.526,18.304,21.215,18.708,9.004,-17.496000000000002,0.311,-0.928,5.827999999999999,21.103,-6.127999999999999,27.303,13.517000000000001,18.165000000000006,21.130000000000006,11.761,27.198,13.526,12.887,21.003,-20.851999999999997,25.79,22.392,27.43,7.1389999999999985,11.606,14.642000000000001,25.927,24.3,-3.174,1.403,21.664,13.475,17.567999999999998,-6.204,24.206,26.535,11.761,13.475,19.67,3.864,8.987,24.184,24.087,3.565,25.165,-0.198,21.629,13.082999999999998,25.994000000000003,-9.45,-12.088,3.8789999999999996,18.127,17.136,2.5540000000000003,13.517000000000001,-0.7229999999999999,4.763999999999999,-6.65,20.192,23.151999999999997,25.555999999999997,14.298,5.309,-8.068,25.954,11.507,23.57,-4.373,3.41,-12.503,25.215,26.575,18.796,18.076,22.304000000000002,17.183,-9.923,-5.850999999999999,-6.65,0.7050000000000001,-6.393,23.583000000000002,2.8480000000000003,-3.424
1951-02-01,27.118000000000002,18.42,21.375,8.103,15.253,2.826,11.609000000000002,24.218000000000004,26.54000000000001,23.164,2.305,19.686,23.910999999999998,22.612,14.893,21.94400000000001,21.66200000000001,20.07,10.13,-12.737,3.2350000000000003,0.262,7.947999999999999,20.157,-3.8,27.399,16.887,21.471999999999998,22.771,14.2,27.396,14.893,14.73,21.999000000000002,-14.630999999999998,25.874000000000002,25.09800000000001,28.461,7.399,12.244000000000002,17.734,26.107,24.20300000000001,-0.14600000000000002,2.903,24.06,17.503999999999998,19.665000000000006,-7.512,24.622,26.859,14.2,17.503999999999998,19.464,3.697,9.758,24.936999999999998,24.963,3.5789999999999997,26.073,-2.27,20.189,13.603,26.854,-8.628,-12.69,5.3260000000000005,21.859,17.471,4.436,16.887,-0.23600000000000002,4.466,-2.205,22.622,24.346,26.180000000000003,16.025000000000002,6.672999999999999,-7.4579999999999975,26.712,10.19,23.171999999999997,-1.4480000000000002,5.1370000000000005,-8.585,25.94100000000001,26.651999999999997,22.612,19.444000000000006,22.855,17.477,-6.398,-2.233,-2.205,2.258,-5.988,23.48,5.28,-1.1669999999999998
1951-03-01,27.983,18.994,26.467,13.440999999999999,17.338,7.499,16.622,27.124000000000002,29.049000000000003,23.621,2.535,20.267,25.965,23.16,18.659000000000002,26.871,22.500999999999998,18.335,14.633,-4.894,5.8329999999999975,2.721,10.803999999999998,20.644,1.5159999999999998,27.809,22.924,26.215999999999998,22.475,19.487,27.678,18.659000000000002,14.875,22.791,-6.266,27.241999999999997,28.968000000000004,28.432,9.711,13.794,23.592,27.441999999999997,25.199,6.239,7.947999999999999,28.81,23.51,24.901,0.3790000000000001,25.291999999999998,27.236,19.487,23.51,19.712,4.516,11.947000000000001,26.017,28.16,6.726,27.218000000000004,5.7269999999999985,18.467,15.743,29.002,-2.371,-3.894,7.909,26.67,17.480999999999998,8.087,22.924,3.5980000000000003,5.653,4.252000000000002,26.54,27.888,25.805,20.248,7.0429999999999975,-6.5729999999999995,26.909,9.912999999999998,23.813000000000002,2.4170000000000003,8.2,-1.5759999999999998,26.927,27.245,27.5,20.628,22.070999999999998,17.061999999999998,0.9919999999999998,4.2410000000000005,4.252000000000002,6.337999999999999,-1.266,27.711,9.099,5.019
1951-04-01,27.914,18.423,29.063,17.37,18.745,11.017000000000001,22.455,27.517000000000003,30.561,20.385,8.662,19.963,26.818,20.971,20.986,30.185,21.994,16.582,15.425,6.329,9.026,6.1880000000000015,14.714,21.27,8.873999999999997,26.59,26.901999999999997,28.674,21.632,23.573,26.115,20.986,20.359,21.596999999999998,5.8610000000000015,28.375,31.113000000000003,28.089000000000002,12.915,16.241,27.781,27.229,25.605,12.78,12.697000000000001,30.087,27.62,26.845,10.610999999999999,25.42,27.873,23.573,27.62,18.555,6.815,14.022,26.218000000000004,30.086,9.457,28.933000000000003,13.204,11.667,18.219,28.588,5.657,7.931999999999999,12.542,29.896,16.122,13.47,26.901999999999997,9.576,8.704,12.289000000000001,28.303,30.04300000000001,23.389,25.716,10.344,3.925,25.415,5.06,25.939,8.974,13.225,7.482,27.096,26.899,29.26,16.535,18.089000000000002,20.68,7.8130000000000015,11.482000000000001,12.289000000000001,10.899,5.2970000000000015,29.357,14.564000000000002,10.156
1951-05-01,26.69,18.832,33.069,21.802,22.176,14.931,28.294,27.78,29.499,20.025,12.293,19.977999999999998,28.871,20.714000000000002,26.033,31.488000000000003,21.815,14.884,16.937,16.273,16.317999999999998,12.986,22.592,23.052000000000003,16.817,25.498,33.098000000000006,29.488000000000003,19.793,30.739,25.884,26.033,25.95300000000001,18.779,15.674000000000001,28.327,32.593,26.68,17.262999999999998,20.410999999999998,33.649,27.296,29.753,20.458,19.484,30.403000000000002,32.835,30.764,13.998,24.66,27.561,30.739,32.835,17.718999999999994,10.414000000000001,16.977,24.778000000000002,32.517,10.392999999999999,28.219,19.334,10.625,18.384,27.91,12.498,9.377,17.766000000000005,34.108000000000004,15.784,21.624000000000002,33.098000000000006,15.633,12.277999999999999,21.048,30.183000000000003,30.209,23.774,31.506999999999998,14.341,5.573999999999999,24.561999999999998,3.996,26.796,15.822000000000001,20.989,16.348,27.441999999999997,26.974,32.285,16.133,17.804000000000006,23.284000000000002,16.096,19.764,21.048,16.095,12.823,33.919000000000004,23.351999999999997,18.04
1951-06-01,25.618000000000002,17.733999999999995,32.207,25.808000000000003,24.215,17.987000000000005,32.916,24.991,28.255,18.171,17.058,20.192,28.413,19.482,27.208,30.399,22.093000000000004,13.282,23.57200000000001,19.661,18.767,15.905,25.101999999999997,25.96,20.906999999999996,24.71,34.114000000000004,29.037,17.561,33.529,25.62,27.208,26.82,14.8,19.467,28.374000000000002,29.622,26.179000000000002,20.112000000000002,23.716,33.384,27.025,30.342,25.066,23.355,29.07,33.44,32.564,19.035,22.87,27.303,33.529,33.44,16.761,14.195,19.899,21.878,31.943,18.037,27.160999999999998,21.254,9.469,18.855,26.614,16.585,16.432000000000002,20.803,31.684,14.993,24.35,34.114000000000004,19.401,16.069000000000006,25.346999999999998,27.278,27.221,22.732,34.143,19.179000000000002,12.936,23.691,0.3509999999999999,27.19700000000001,19.861,23.95300000000001,19.901,27.88300000000001,26.846,31.089000000000002,15.616,16.034000000000002,25.726,21.737,24.665,25.346999999999998,19.447,16.919,33.509,25.984,24.416
1951-07-01,24.783,15.936,30.338,29.016,26.113000000000003,21.403,35.67800000000001,24.265,27.892,17.843,18.564,20.286,27.34800000000001,19.01,28.275,29.125,22.101,11.442,24.791,24.065,19.623,20.9,27.047,28.164,23.946,23.726,32.825,28.644000000000002,17.015,32.861999999999995,26.255,28.275,28.81900000000001,14.573,23.636999999999997,27.759,27.320999999999998,24.89,22.826,25.967,32.019,26.477,32.154,25.745,25.22,26.219,30.984,31.448,20.275,21.63300000000001,26.426,32.861999999999995,30.984,15.757,17.086000000000002,24.072,20.663,30.533,21.796999999999997,26.869,24.463,7.962999999999999,17.445999999999998,26.163,19.573,17.534000000000002,24.801,27.956999999999997,14.592,27.249000000000002,32.825,22.364,18.469,26.211,25.195999999999998,27.015,21.523000000000003,35.868,21.551,14.949000000000002,22.646,0.9569999999999996,27.414,23.835,27.381,24.23,26.998,25.997,29.28,13.828,15.215,27.776999999999997,21.905,24.552000000000003,26.211,22.998,19.224,32.126000000000005,28.337,24.131
1951-08-01,24.058000000000003,16.055,27.815,29.484,27.113000000000003,22.388,34.995000000000005,25.014,28.07200000000001,18.833,19.386000000000006,21.031999999999996,27.085,20.963,28.576,29.38,22.641,12.895999999999999,25.21,23.037,20.659,20.649,28.435,28.092,24.639,23.816,30.265,29.16,17.539,31.365,27.506999999999998,28.576,28.811999999999998,17.671000000000006,22.546,27.975,26.965,24.546999999999997,23.533,26.915,28.539,26.365,31.138,26.337,24.432,25.502,29.342,29.539,20.621,22.655,25.871,31.365,29.342,15.564,15.687999999999999,23.208,20.855999999999998,30.60100000000001,19.689,26.373,22.606,7.894,17.745,26.158,17.223,17.925,27.541,26.009,14.478,29.00800000000001,30.265,21.089000000000002,17.197,26.215999999999998,24.546999999999997,27.059,20.843000000000004,35.479,22.159000000000002,17.586000000000002,22.487,1.798,28.03,25.735,29.070999999999998,23.773000000000003,27.177,26.138,27.546999999999997,13.276,16.374000000000002,28.156999999999996,21.495,24.46,26.215999999999998,25.705,17.26,30.869,30.180999999999997,24.26
1951-09-01,25.288,16.073,29.639,26.075,26.430999999999997,17.998,31.948,25.298000000000002,28.051,21.26,16.017,20.847,28.196,23.443,27.263,29.456999999999997,22.161,13.007,23.225,13.88,15.915,17.366,23.309,27.877,18.404,24.502,29.874000000000002,29.153000000000002,18.160999999999998,31.105,28.176,27.263,27.488000000000003,21.344,13.004,27.645,27.451,25.664,20.294,23.54300000000001,30.105,26.478,31.948,19.969,22.041999999999998,25.709,28.552,29.124000000000002,14.896,24.175,26.61,31.105,28.552,14.610999999999999,14.704,22.561,22.545,29.766,17.913,26.768,19.864,11.386,17.427,27.156999999999996,13.687000000000001,11.857999999999999,21.1,27.276999999999997,16.15,22.558000000000003,29.874000000000002,17.151,16.262,18.647000000000002,26.073,27.838,21.565,33.531,19.492,12.6,23.073,2.742,27.539,18.733,22.948,15.308000000000002,26.868,27.128,28.999,15.958,18.874000000000002,27.132,13.73,17.400000000000002,18.647000000000002,18.748,14.038,31.097,23.789,17.572
1951-10-01,25.524,17.079,29.978,17.456999999999994,23.45300000000001,8.559,24.22,25.111,27.082,22.735,8.326,19.923,28.713,23.802,24.29,28.49,21.619,14.852,16.796,7.1770000000000005,12.8,13.664000000000001,19.114,26.726,14.181,25.191999999999997,29.021,28.045,19.404,28.337,28.381999999999998,24.29,24.232,23.94100000000001,5.909,27.405,27.237,26.031999999999996,12.254000000000001,16.517999999999994,29.518,26.455,29.991,16.509999999999998,17.926000000000005,26.995,27.772,28.81,4.192,24.627,26.346,28.337,27.772,15.425,9.498,17.147000000000002,24.33,29.263,10.44,26.837,13.632,12.507,16.13,27.739,8.337,2.393,18.117,27.206999999999997,16.043999999999997,18.701,29.021,12.236999999999998,10.033,13.995999999999999,25.659000000000002,27.475,21.912,28.115,11.642999999999999,6.414,24.077,5.841,26.925,14.717,19.382,9.768,26.752,27.786,28.929,15.672,19.968,24.494,9.911,13.748,13.995999999999999,15.392000000000001,9.425,32.013000000000005,19.775,13.273
1951-11-01,26.771,17.182000000000002,25.553,12.952,19.602,6.4879999999999995,16.875999999999998,24.139,26.586,22.834,7.064,19.48,28.447,22.932,18.68,23.936,21.42,17.08,14.322000000000001,-2.446,6.3820000000000014,2.7589999999999995,12.34,25.26,5.642,26.238000000000003,21.743,24.054,20.871,20.11,28.802,18.68,19.125999999999998,22.374000000000002,-3.892,27.335,24.754,26.820999999999998,11.852,15.23,22.563,27.611,27.128,7.232,10.02,23.765,21.215,24.245,1.43,24.688,27.156,20.11,21.215,16.765,8.434000000000001,12.488,25.281,26.585,7.174,26.365,6.739,14.097000000000001,15.109000000000002,27.898000000000003,-1.9630000000000003,-4.652,11.251,22.75800000000001,16.094,10.942,21.743,3.162,8.854,4.677,23.487,27.588,22.943,21.801,9.646,-0.29700000000000004,24.884,9.214,26.553,6.255,12.258,0.48700000000000004,27.214000000000002,29.395,25.054,17.167,21.291,21.796,0.619,4.725,4.677,8.906,-1.5939999999999994,27.233,11.984000000000002,5.011
1951-12-01,27.206,16.599999999999998,20.827,5.638999999999999,14.767000000000001,-1.995,10.467,22.197,24.446,21.62,3.6180000000000003,19.848,25.410999999999998,21.861,13.509,20.303,21.755,18.827,11.105,-8.736,2.575,0.562,9.279,21.971,1.4480000000000002,26.634,15.839,20.465999999999998,21.564,14.355,28.254,13.509,16.534000000000002,21.909000000000002,-11.368,25.952,21.701999999999998,26.362,5.504,10.595,16.866,26.574,23.401,3.034,5.549,19.912,15.248,19.96,-0.9909999999999995,24.29000000000001,26.963,14.355,15.248,17.948999999999995,5.3870000000000005,8.033,25.372,24.204,4.985,25.410999999999998,4.275,16.784000000000002,14.535,27.06900000000001,-7.809,-2.2090000000000005,7.557,18.444000000000006,15.849000000000002,7.291,15.839,0.040000000000000036,4.34,0.42100000000000026,19.730999999999998,24.699,22.827,16.509,4.5760000000000005,0.1110000000000002,25.19400000000001,10.864,25.084,1.281,8.216999999999999,-4.978,26.566999999999997,27.28,20.23,18.48,20.92,19.454,-4.916,0.16000000000000014,0.42100000000000026,5.16,-4.636,20.36,8.379999999999999,0.4809999999999999
1952-01-01,27.009,18.351000000000006,20.524,5.358,14.213,0.2909999999999999,9.582,23.13000000000001,25.439,23.005,0.938,20.469,24.666,22.88900000000001,13.473,19.903,22.320999999999998,19.904,8.434999999999999,-15.519000000000002,1.501,0.991,7.4220000000000015,19.664,-3.1370000000000005,27.634,15.632,19.305,22.788,13.06,28.011999999999997,13.473,14.839,21.928,-18.751,26.139,23.112,27.269000000000002,6.829,11.460999999999999,16.875,26.693,23.523000000000003,-0.10400000000000008,2.766,21.715,15.674000000000001,18.031,-1.745,25.416999999999998,26.596,13.06,15.674000000000001,20.647,2.929,7.125,25.996,24.566,1.4010000000000002,25.643,0.643,18.371,14.22,26.642000000000003,-10.748,-4.4220000000000015,4.3919999999999995,19.847,16.686999999999998,4.152,15.632,-0.5660000000000003,2.792,-3.0330000000000004,20.941000000000006,24.296,25.673,15.364,3.103,-2.321,26.563,13.281,23.789,-3.21,4.803,-10.702,26.249,27.466,20.791,20.293,22.909000000000002,16.88,-7.374,-2.512,-3.0330000000000004,1.825,-5.613,24.179000000000002,5.683,-1.033
